REGION,TECHNOLOGY,VALUE
REGION1,SIBMCCPH1,31.536
REGION1,SIBMCHPH3,31.536
REGION1,SIBMCSPN2,31.536
REGION1,SIBMSTPH3,31.536
REGION1,SICO00I00,1
REGION1,SICO00X00,1
REGION1,SICOCHPH3,31.536
REGION1,SICOCSPN2,31.536
REGION1,SICOSTPH1,31.536
REGION1,SICOSTPH3,31.536
REGION1,SIEL00TD0,1
REGION1,SIGO00X00,1
REGION1,SIGOCVPH2,31.536
REGION1,SIHF00I00,1
REGION1,SIHFCCPH2,31.536
REGION1,SIHFCHPH3,31.536
REGION1,SIHFGCPH3,31.536
REGION1,SIHFGCPN3,31.536
REGION1,SIHFHPFH1,31.536
REGION1,SIHFHPPH2,31.536
REGION1,SIHFSTPH2,31.536
REGION1,SIHFSTPH3,31.536
REGION1,SIHYDMPH0,31.536
REGION1,SIHYDMPH1,31.536
REGION1,SIHYDMPH2,31.536
REGION1,SIHYDMPH3,31.536
REGION1,SIHYDSPH2,31.536
REGION1,SIHYDSPH3,31.536
REGION1,SING00I00,1
REGION1,SING00X00,1
REGION1,SINGCCPH2,31.536
REGION1,SINGCHPH3,31.536
REGION1,SINGCHPN3,31.536
REGION1,SINGCSPN2,31.536
REGION1,SINGFCFH1,31.536
REGION1,SINGGCPH2,31.536
REGION1,SINGGCPN2,31.536
REGION1,SINGHPFH1,31.536
REGION1,SINGHPPH2,31.536
REGION1,SINGSTPH2,31.536
REGION1,SINUG2PH3,31.536
REGION1,SINUG3PN3,31.536
REGION1,SIOCWVPH1,31.536
REGION1,SISODIFH1,31.536
REGION1,SISOUTPH2,31.536
REGION1,SIUR00I00,1
REGION1,SIWIONPH3,31.536
REGION1,SIWS00X00,1
REGION1,SIWSCHPH2,31.536
REGION1,SIWSSTPH1,31.536
REGION1,SKBF00I00,1
REGION1,SKBF00X00,1
REGION1,SKBFHPFH1,31.536
REGION1,SKBM00I00,1
REGION1,SKBM00X00,1
REGION1,SKBMCCPH1,31.536
REGION1,SKBMCHPH3,31.536
REGION1,SKBMCSPN2,31.536
REGION1,SKBMSTPH3,31.536
REGION1,SKCO00I00,1
REGION1,SKCO00X00,1
REGION1,SKCOCHPH3,31.536
REGION1,SKCOCSPN2,31.536
REGION1,SKCOSTPH1,31.536
REGION1,SKCOSTPH3,31.536
REGION1,SKEL00TD0,1
REGION1,SKGO00X00,1
REGION1,SKGOCVPH2,31.536
REGION1,SKHF00I00,1
REGION1,SKHFCCPH2,31.536
REGION1,SKHFCHPH3,31.536
REGION1,SKHFGCPH3,31.536
REGION1,SKHFGCPN3,31.536
REGION1,SKHFHPFH1,31.536
REGION1,SKHFHPPH2,31.536
REGION1,SKHFSTPH2,31.536
REGION1,SKHFSTPH3,31.536
REGION1,SKHYDMPH0,31.536
REGION1,SKHYDMPH1,31.536
REGION1,SKHYDMPH2,31.536
REGION1,SKHYDMPH3,31.536
REGION1,SKHYDSPH2,31.536
REGION1,SKHYDSPH3,31.536
REGION1,SKNG00I00,1
REGION1,SKNG00X00,1
REGION1,SKNGCCPH2,31.536
REGION1,SKNGCHPH3,31.536
REGION1,SKNGCHPN3,31.536
REGION1,SKNGCSPN2,31.536
REGION1,SKNGFCFH1,31.536
REGION1,SKNGGCPH2,31.536
REGION1,SKNGGCPN2,31.536
REGION1,SKNGHPFH1,31.536
REGION1,SKNGHPPH2,31.536
REGION1,SKNGSTPH2,31.536
REGION1,SKNUG2PH3,31.536
REGION1,SKNUG3PH3,31.536
REGION1,SKOI00I00,1
REGION1,SKOI00X00,1
REGION1,SKOIRFPH0,1
REGION1,SKSODIFH1,31.536
REGION1,SKSOUTPH2,31.536
REGION1,SKUR00I00,1
REGION1,SKWIONPH3,31.536
REGION1,SKWS00X00,1
REGION1,SKWSCHPH2,31.536
REGION1,SKWSSTPH1,31.536
REGION1,UKBF00I00,1
REGION1,UKBF00X00,1
REGION1,UKBFHPFH1,31.536
REGION1,UKBM00I00,1
REGION1,UKBM00X00,1
REGION1,UKBMCCPH1,31.536
REGION1,UKBMCHPH3,31.536
REGION1,UKBMCSPN2,31.536
REGION1,UKBMSTPH3,31.536
REGION1,UKCO00I00,1
REGION1,UKCO00X00,1
REGION1,UKCOCHPH3,31.536
REGION1,UKCOCSPN2,31.536
REGION1,UKCOSTPH1,31.536
REGION1,UKCOSTPH3,31.536
REGION1,UKEL00TD0,1
REGION1,UKGO00X00,1
REGION1,UKGOCVPH2,31.536
REGION1,UKHF00I00,1
REGION1,UKHFCCPH2,31.536
REGION1,UKHFCHPH3,31.536
REGION1,UKHFGCPH3,31.536
REGION1,UKHFGCPN3,31.536
REGION1,UKHFHPFH1,31.536
REGION1,UKHFHPPH2,31.536
REGION1,UKHFSTPH2,31.536
REGION1,UKHFSTPH3,31.536
REGION1,UKHYDMPH0,31.536
REGION1,UKHYDMPH1,31.536
REGION1,UKHYDMPH2,31.536
REGION1,UKHYDMPH3,31.536
REGION1,UKHYDSPH2,31.536
REGION1,UKHYDSPH3,31.536
REGION1,UKNG00I00,1
REGION1,UKNG00X00,1
REGION1,UKNGCCPH2,31.536
REGION1,UKNGCHPH3,31.536
REGION1,UKNGCHPN3,31.536
REGION1,UKNGCSPN2,31.536
REGION1,UKNGFCFH1,31.536
REGION1,UKNGGCPH2,31.536
REGION1,UKNGGCPN2,31.536
REGION1,UKNGHPFH1,31.536
REGION1,UKNGHPPH2,31.536
REGION1,UKNGSTPH2,31.536
REGION1,UKNUG2PH3,31.536
REGION1,UKNUG3PH3,31.536
REGION1,UKOCWVPH1,31.536
REGION1,UKOI00I00,1
REGION1,UKOI00X00,1
REGION1,UKOIRFPH0,1
REGION1,UKSODIFH1,31.536
REGION1,UKSOUTPH2,31.536
REGION1,UKUR00I00,1
REGION1,UKWIOFPH3,31.536
REGION1,UKWIOFPN2,31.536
REGION1,UKWIOFPN3,31.536
REGION1,UKWIONPH3,31.536
REGION1,UKWIONPN3,31.536
REGION1,UKWS00X00,1
REGION1,UKWSCHPH2,31.536
REGION1,UKWSSTPH1,31.536
REGION1,ATE1DCPH1,31.536
REGION1,BEE1DCPH1,31.536
REGION1,BGE1DCPH1,31.536
REGION1,CHE1DCPH1,31.536
REGION1,CYE1DCPH1,31.536
REGION1,CZE1DCPH1,31.536
REGION1,DEE1DCPH1,31.536
REGION1,DKE1DCPH1,31.536
REGION1,EEE1DCPH1,31.536
REGION1,ESE1DCPH1,31.536
REGION1,FIE1DCPH1,31.536
REGION1,FRE1DCPH1,31.536
REGION1,GRE1DCPH1,31.536
REGION1,HRE1DCPH1,31.536
REGION1,HUE1DCPH1,31.536
REGION1,IEE1DCPH1,31.536
REGION1,ITE1DCPH1,31.536
REGION1,LTE1DCPH1,31.536
REGION1,LUE1DCPH1,31.536
REGION1,LVE1DCPH1,31.536
REGION1,MTE1DCPH1,31.536
REGION1,NLE1DCPH1,31.536
REGION1,NOE1DCPH1,31.536
REGION1,PLE1DCPH1,31.536
REGION1,PTE1DCPH1,31.536
REGION1,ROE1DCPH1,31.536
REGION1,SEE1DCPH1,31.536
REGION1,SIE1DCPH1,31.536
REGION1,SKE1DCPH1,31.536
REGION1,UKE1DCPH1,31.536
REGION1,ATE1DCPH2,31.536
REGION1,BEE1DCPH2,31.536
REGION1,BGE1DCPH2,31.536
REGION1,CHE1DCPH2,31.536
REGION1,CYE1DCPH2,31.536
REGION1,CZE1DCPH2,31.536
REGION1,DEE1DCPH2,31.536
REGION1,DKE1DCPH2,31.536
REGION1,EEE1DCPH2,31.536
REGION1,ESE1DCPH2,31.536
REGION1,FIE1DCPH2,31.536
REGION1,FRE1DCPH2,31.536
REGION1,GRE1DCPH2,31.536
REGION1,HRE1DCPH2,31.536
REGION1,HUE1DCPH2,31.536
REGION1,IEE1DCPH2,31.536
REGION1,ITE1DCPH2,31.536
REGION1,LTE1DCPH2,31.536
REGION1,LUE1DCPH2,31.536
REGION1,LVE1DCPH2,31.536
REGION1,MTE1DCPH2,31.536
REGION1,NLE1DCPH2,31.536
REGION1,NOE1DCPH2,31.536
REGION1,PLE1DCPH2,31.536
REGION1,PTE1DCPH2,31.536
REGION1,ROE1DCPH2,31.536
REGION1,SEE1DCPH2,31.536
REGION1,SIE1DCPH2,31.536
REGION1,SKE1DCPH2,31.536
REGION1,UKE1DCPH2,31.536
REGION1,ATE2SPFH1,31.536
REGION1,BEE2SPFH1,31.536
REGION1,BGE2SPFH1,31.536
REGION1,CHE2SPFH1,31.536
REGION1,CYE2SPFH1,31.536
REGION1,CZE2SPFH1,31.536
REGION1,DEE2SPFH1,31.536
REGION1,DKE2SPFH1,31.536
REGION1,EEE2SPFH1,31.536
REGION1,ESE2SPFH1,31.536
REGION1,FIE2SPFH1,31.536
REGION1,FRE2SPFH1,31.536
REGION1,GRE2SPFH1,31.536
REGION1,HRE2SPFH1,31.536
REGION1,HUE2SPFH1,31.536
REGION1,IEE2SPFH1,31.536
REGION1,ITE2SPFH1,31.536
REGION1,LTE2SPFH1,31.536
REGION1,LUE2SPFH1,31.536
REGION1,LVE2SPFH1,31.536
REGION1,MTE2SPFH1,31.536
REGION1,NLE2SPFH1,31.536
REGION1,NOE2SPFH1,31.536
REGION1,PLE2SPFH1,31.536
REGION1,PTE2SPFH1,31.536
REGION1,ROE2SPFH1,31.536
REGION1,SEE2SPFH1,31.536
REGION1,SIE2SPFH1,31.536
REGION1,SKE2SPFH1,31.536
REGION1,UKE2SPFH1,31.536
REGION1,ATE2SPFH2,31.536
REGION1,BEE2SPFH2,31.536
REGION1,BGE2SPFH2,31.536
REGION1,CHE2SPFH2,31.536
REGION1,CYE2SPFH2,31.536
REGION1,CZE2SPFH2,31.536
REGION1,DEE2SPFH2,31.536
REGION1,DKE2SPFH2,31.536
REGION1,EEE2SPFH2,31.536
REGION1,ESE2SPFH2,31.536
REGION1,FIE2SPFH2,31.536
REGION1,FRE2SPFH2,31.536
REGION1,GRE2SPFH2,31.536
REGION1,HRE2SPFH2,31.536
REGION1,HUE2SPFH2,31.536
REGION1,IEE2SPFH2,31.536
REGION1,ITE2SPFH2,31.536
REGION1,LTE2SPFH2,31.536
REGION1,LUE2SPFH2,31.536
REGION1,LVE2SPFH2,31.536
REGION1,MTE2SPFH2,31.536
REGION1,NLE2SPFH2,31.536
REGION1,NOE2SPFH2,31.536
REGION1,PLE2SPFH2,31.536
REGION1,PTE2SPFH2,31.536
REGION1,ROE2SPFH2,31.536
REGION1,SEE2SPFH2,31.536
REGION1,SIE2SPFH2,31.536
REGION1,SKE2SPFH2,31.536
REGION1,UKE2SPFH2,31.536
REGION1,ATE2CIFH1,31.536
REGION1,BEE2CIFH1,31.536
REGION1,BGE2CIFH1,31.536
REGION1,CHE2CIFH1,31.536
REGION1,CYE2CIFH1,31.536
REGION1,CZE2CIFH1,31.536
REGION1,DEE2CIFH1,31.536
REGION1,DKE2CIFH1,31.536
REGION1,EEE2CIFH1,31.536
REGION1,ESE2CIFH1,31.536
REGION1,FIE2CIFH1,31.536
REGION1,FRE2CIFH1,31.536
REGION1,GRE2CIFH1,31.536
REGION1,HRE2CIFH1,31.536
REGION1,HUE2CIFH1,31.536
REGION1,IEE2CIFH1,31.536
REGION1,ITE2CIFH1,31.536
REGION1,LTE2CIFH1,31.536
REGION1,LUE2CIFH1,31.536
REGION1,LVE2CIFH1,31.536
REGION1,MTE2CIFH1,31.536
REGION1,NLE2CIFH1,31.536
REGION1,NOE2CIFH1,31.536
REGION1,PLE2CIFH1,31.536
REGION1,PTE2CIFH1,31.536
REGION1,ROE2CIFH1,31.536
REGION1,SEE2CIFH1,31.536
REGION1,SIE2CIFH1,31.536
REGION1,SKE2CIFH1,31.536
REGION1,UKE2CIFH1,31.536
REGION1,ATE2CIFH2,31.536
REGION1,BEE2CIFH2,31.536
REGION1,BGE2CIFH2,31.536
REGION1,CHE2CIFH2,31.536
REGION1,CYE2CIFH2,31.536
REGION1,CZE2CIFH2,31.536
REGION1,DEE2CIFH2,31.536
REGION1,DKE2CIFH2,31.536
REGION1,EEE2CIFH2,31.536
REGION1,ESE2CIFH2,31.536
REGION1,FIE2CIFH2,31.536
REGION1,FRE2CIFH2,31.536
REGION1,GRE2CIFH2,31.536
REGION1,HRE2CIFH2,31.536
REGION1,HUE2CIFH2,31.536
REGION1,IEE2CIFH2,31.536
REGION1,ITE2CIFH2,31.536
REGION1,LTE2CIFH2,31.536
REGION1,LUE2CIFH2,31.536
REGION1,LVE2CIFH2,31.536
REGION1,MTE2CIFH2,31.536
REGION1,NLE2CIFH2,31.536
REGION1,NOE2CIFH2,31.536
REGION1,PLE2CIFH2,31.536
REGION1,PTE2CIFH2,31.536
REGION1,ROE2CIFH2,31.536
REGION1,SEE2CIFH2,31.536
REGION1,SIE2CIFH2,31.536
REGION1,SKE2CIFH2,31.536
REGION1,UKE2CIFH2,31.536
REGION1,ATE1DHPH1,31.536
REGION1,BEE1DHPH1,31.536
REGION1,BGE1DHPH1,31.536
REGION1,CHE1DHPH1,31.536
REGION1,CYE1DHPH1,31.536
REGION1,CZE1DHPH1,31.536
REGION1,DEE1DHPH1,31.536
REGION1,DKE1DHPH1,31.536
REGION1,EEE1DHPH1,31.536
REGION1,ESE1DHPH1,31.536
REGION1,FIE1DHPH1,31.536
REGION1,FRE1DHPH1,31.536
REGION1,GRE1DHPH1,31.536
REGION1,HRE1DHPH1,31.536
REGION1,HUE1DHPH1,31.536
REGION1,IEE1DHPH1,31.536
REGION1,ITE1DHPH1,31.536
REGION1,LTE1DHPH1,31.536
REGION1,LUE1DHPH1,31.536
REGION1,LVE1DHPH1,31.536
REGION1,MTE1DHPH1,31.536
REGION1,NLE1DHPH1,31.536
REGION1,NOE1DHPH1,31.536
REGION1,PLE1DHPH1,31.536
REGION1,PTE1DHPH1,31.536
REGION1,ROE1DHPH1,31.536
REGION1,SEE1DHPH1,31.536
REGION1,SIE1DHPH1,31.536
REGION1,SKE1DHPH1,31.536
REGION1,UKE1DHPH1,31.536
REGION1,ATE1DHPH2,31.536
REGION1,BEE1DHPH2,31.536
REGION1,BGE1DHPH2,31.536
REGION1,CHE1DHPH2,31.536
REGION1,CYE1DHPH2,31.536
REGION1,CZE1DHPH2,31.536
REGION1,DEE1DHPH2,31.536
REGION1,DKE1DHPH2,31.536
REGION1,EEE1DHPH2,31.536
REGION1,ESE1DHPH2,31.536
REGION1,FIE1DHPH2,31.536
REGION1,FRE1DHPH2,31.536
REGION1,GRE1DHPH2,31.536
REGION1,HRE1DHPH2,31.536
REGION1,HUE1DHPH2,31.536
REGION1,IEE1DHPH2,31.536
REGION1,ITE1DHPH2,31.536
REGION1,LTE1DHPH2,31.536
REGION1,LUE1DHPH2,31.536
REGION1,LVE1DHPH2,31.536
REGION1,MTE1DHPH2,31.536
REGION1,NLE1DHPH2,31.536
REGION1,NOE1DHPH2,31.536
REGION1,PLE1DHPH2,31.536
REGION1,PTE1DHPH2,31.536
REGION1,ROE1DHPH2,31.536
REGION1,SEE1DHPH2,31.536
REGION1,SIE1DHPH2,31.536
REGION1,SKE1DHPH2,31.536
REGION1,UKE1DHPH2,31.536
REGION1,ATE1DHPH3,31.536
REGION1,BEE1DHPH3,31.536
REGION1,BGE1DHPH3,31.536
REGION1,CHE1DHPH3,31.536
REGION1,CYE1DHPH3,31.536
REGION1,CZE1DHPH3,31.536
REGION1,DEE1DHPH3,31.536
REGION1,DKE1DHPH3,31.536
REGION1,EEE1DHPH3,31.536
REGION1,ESE1DHPH3,31.536
REGION1,FIE1DHPH3,31.536
REGION1,FRE1DHPH3,31.536
REGION1,GRE1DHPH3,31.536
REGION1,HRE1DHPH3,31.536
REGION1,HUE1DHPH3,31.536
REGION1,IEE1DHPH3,31.536
REGION1,ITE1DHPH3,31.536
REGION1,LTE1DHPH3,31.536
REGION1,LUE1DHPH3,31.536
REGION1,LVE1DHPH3,31.536
REGION1,MTE1DHPH3,31.536
REGION1,NLE1DHPH3,31.536
REGION1,NOE1DHPH3,31.536
REGION1,PLE1DHPH3,31.536
REGION1,PTE1DHPH3,31.536
REGION1,ROE1DHPH3,31.536
REGION1,SEE1DHPH3,31.536
REGION1,SIE1DHPH3,31.536
REGION1,SKE1DHPH3,31.536
REGION1,UKE1DHPH3,31.536
REGION1,ATE1DHPH4,31.536
REGION1,BEE1DHPH4,31.536
REGION1,BGE1DHPH4,31.536
REGION1,CHE1DHPH4,31.536
REGION1,CYE1DHPH4,31.536
REGION1,CZE1DHPH4,31.536
REGION1,DEE1DHPH4,31.536
REGION1,DKE1DHPH4,31.536
REGION1,EEE1DHPH4,31.536
REGION1,ESE1DHPH4,31.536
REGION1,FIE1DHPH4,31.536
REGION1,FRE1DHPH4,31.536
REGION1,GRE1DHPH4,31.536
REGION1,HRE1DHPH4,31.536
REGION1,HUE1DHPH4,31.536
REGION1,IEE1DHPH4,31.536
REGION1,ITE1DHPH4,31.536
REGION1,LTE1DHPH4,31.536
REGION1,LUE1DHPH4,31.536
REGION1,LVE1DHPH4,31.536
REGION1,MTE1DHPH4,31.536
REGION1,NLE1DHPH4,31.536
REGION1,NOE1DHPH4,31.536
REGION1,PLE1DHPH4,31.536
REGION1,PTE1DHPH4,31.536
REGION1,ROE1DHPH4,31.536
REGION1,SEE1DHPH4,31.536
REGION1,SIE1DHPH4,31.536
REGION1,SKE1DHPH4,31.536
REGION1,UKE1DHPH4,31.536
REGION1,ATE1DHPH5,31.536
REGION1,BEE1DHPH5,31.536
REGION1,BGE1DHPH5,31.536
REGION1,CHE1DHPH5,31.536
REGION1,CYE1DHPH5,31.536
REGION1,CZE1DHPH5,31.536
REGION1,DEE1DHPH5,31.536
REGION1,DKE1DHPH5,31.536
REGION1,EEE1DHPH5,31.536
REGION1,ESE1DHPH5,31.536
REGION1,FIE1DHPH5,31.536
REGION1,FRE1DHPH5,31.536
REGION1,GRE1DHPH5,31.536
REGION1,HRE1DHPH5,31.536
REGION1,HUE1DHPH5,31.536
REGION1,IEE1DHPH5,31.536
REGION1,ITE1DHPH5,31.536
REGION1,LTE1DHPH5,31.536
REGION1,LUE1DHPH5,31.536
REGION1,LVE1DHPH5,31.536
REGION1,MTE1DHPH5,31.536
REGION1,NLE1DHPH5,31.536
REGION1,NOE1DHPH5,31.536
REGION1,PLE1DHPH5,31.536
REGION1,PTE1DHPH5,31.536
REGION1,ROE1DHPH5,31.536
REGION1,SEE1DHPH5,31.536
REGION1,SIE1DHPH5,31.536
REGION1,SKE1DHPH5,31.536
REGION1,UKE1DHPH5,31.536
REGION1,ATE1DHPH6,31.536
REGION1,BEE1DHPH6,31.536
REGION1,BGE1DHPH6,31.536
REGION1,CHE1DHPH6,31.536
REGION1,CYE1DHPH6,31.536
REGION1,CZE1DHPH6,31.536
REGION1,DEE1DHPH6,31.536
REGION1,DKE1DHPH6,31.536
REGION1,EEE1DHPH6,31.536
REGION1,ESE1DHPH6,31.536
REGION1,FIE1DHPH6,31.536
REGION1,FRE1DHPH6,31.536
REGION1,GRE1DHPH6,31.536
REGION1,HRE1DHPH6,31.536
REGION1,HUE1DHPH6,31.536
REGION1,IEE1DHPH6,31.536
REGION1,ITE1DHPH6,31.536
REGION1,LTE1DHPH6,31.536
REGION1,LUE1DHPH6,31.536
REGION1,LVE1DHPH6,31.536
REGION1,MTE1DHPH6,31.536
REGION1,NLE1DHPH6,31.536
REGION1,NOE1DHPH6,31.536
REGION1,PLE1DHPH6,31.536
REGION1,PTE1DHPH6,31.536
REGION1,ROE1DHPH6,31.536
REGION1,SEE1DHPH6,31.536
REGION1,SIE1DHPH6,31.536
REGION1,SKE1DHPH6,31.536
REGION1,UKE1DHPH6,31.536
REGION1,ATE2EHFH1,31.536
REGION1,BEE2EHFH1,31.536
REGION1,BGE2EHFH1,31.536
REGION1,CHE2EHFH1,31.536
REGION1,CYE2EHFH1,31.536
REGION1,CZE2EHFH1,31.536
REGION1,DEE2EHFH1,31.536
REGION1,DKE2EHFH1,31.536
REGION1,EEE2EHFH1,31.536
REGION1,ESE2EHFH1,31.536
REGION1,FIE2EHFH1,31.536
REGION1,FRE2EHFH1,31.536
REGION1,GRE2EHFH1,31.536
REGION1,HRE2EHFH1,31.536
REGION1,HUE2EHFH1,31.536
REGION1,IEE2EHFH1,31.536
REGION1,ITE2EHFH1,31.536
REGION1,LTE2EHFH1,31.536
REGION1,LUE2EHFH1,31.536
REGION1,LVE2EHFH1,31.536
REGION1,MTE2EHFH1,31.536
REGION1,NLE2EHFH1,31.536
REGION1,NOE2EHFH1,31.536
REGION1,PLE2EHFH1,31.536
REGION1,PTE2EHFH1,31.536
REGION1,ROE2EHFH1,31.536
REGION1,SEE2EHFH1,31.536
REGION1,SIE2EHFH1,31.536
REGION1,SKE2EHFH1,31.536
REGION1,UKE2EHFH1,31.536
REGION1,ATSOSHFH1,31.536
REGION1,BESOSHFH1,31.536
REGION1,BGSOSHFH1,31.536
REGION1,CHSOSHFH1,31.536
REGION1,CYSOSHFH1,31.536
REGION1,CZSOSHFH1,31.536
REGION1,DESOSHFH1,31.536
REGION1,DKSOSHFH1,31.536
REGION1,EESOSHFH1,31.536
REGION1,ESSOSHFH1,31.536
REGION1,FISOSHFH1,31.536
REGION1,FRSOSHFH1,31.536
REGION1,GRSOSHFH1,31.536
REGION1,HRSOSHFH1,31.536
REGION1,HUSOSHFH1,31.536
REGION1,IESOSHFH1,31.536
REGION1,ITSOSHFH1,31.536
REGION1,LTSOSHFH1,31.536
REGION1,LUSOSHFH1,31.536
REGION1,LVSOSHFH1,31.536
REGION1,MTSOSHFH1,31.536
REGION1,NLSOSHFH1,31.536
REGION1,NOSOSHFH1,31.536
REGION1,PLSOSHFH1,31.536
REGION1,PTSOSHFH1,31.536
REGION1,ROSOSHFH1,31.536
REGION1,SESOSHFH1,31.536
REGION1,SISOSHFH1,31.536
REGION1,SKSOSHFH1,31.536
REGION1,UKSOSHFH1,31.536
REGION1,ATSOSHFH2,31.536
REGION1,BESOSHFH2,31.536
REGION1,BGSOSHFH2,31.536
REGION1,CHSOSHFH2,31.536
REGION1,CYSOSHFH2,31.536
REGION1,CZSOSHFH2,31.536
REGION1,DESOSHFH2,31.536
REGION1,DKSOSHFH2,31.536
REGION1,EESOSHFH2,31.536
REGION1,ESSOSHFH2,31.536
REGION1,FISOSHFH2,31.536
REGION1,FRSOSHFH2,31.536
REGION1,GRSOSHFH2,31.536
REGION1,HRSOSHFH2,31.536
REGION1,HUSOSHFH2,31.536
REGION1,IESOSHFH2,31.536
REGION1,ITSOSHFH2,31.536
REGION1,LTSOSHFH2,31.536
REGION1,LUSOSHFH2,31.536
REGION1,LVSOSHFH2,31.536
REGION1,MTSOSHFH2,31.536
REGION1,NLSOSHFH2,31.536
REGION1,NOSOSHFH2,31.536
REGION1,PLSOSHFH2,31.536
REGION1,PTSOSHFH2,31.536
REGION1,ROSOSHFH2,31.536
REGION1,SESOSHFH2,31.536
REGION1,SISOSHFH2,31.536
REGION1,SKSOSHFH2,31.536
REGION1,UKSOSHFH2,31.536
REGION1,ATE2IHFH1,31.536
REGION1,BEE2IHFH1,31.536
REGION1,BGE2IHFH1,31.536
REGION1,CHE2IHFH1,31.536
REGION1,CYE2IHFH1,31.536
REGION1,CZE2IHFH1,31.536
REGION1,DEE2IHFH1,31.536
REGION1,DKE2IHFH1,31.536
REGION1,EEE2IHFH1,31.536
REGION1,ESE2IHFH1,31.536
REGION1,FIE2IHFH1,31.536
REGION1,FRE2IHFH1,31.536
REGION1,GRE2IHFH1,31.536
REGION1,HRE2IHFH1,31.536
REGION1,HUE2IHFH1,31.536
REGION1,IEE2IHFH1,31.536
REGION1,ITE2IHFH1,31.536
REGION1,LTE2IHFH1,31.536
REGION1,LUE2IHFH1,31.536
REGION1,LVE2IHFH1,31.536
REGION1,MTE2IHFH1,31.536
REGION1,NLE2IHFH1,31.536
REGION1,NOE2IHFH1,31.536
REGION1,PLE2IHFH1,31.536
REGION1,PTE2IHFH1,31.536
REGION1,ROE2IHFH1,31.536
REGION1,SEE2IHFH1,31.536
REGION1,SIE2IHFH1,31.536
REGION1,SKE2IHFH1,31.536
REGION1,UKE2IHFH1,31.536
REGION1,ATE2IHFH2,31.536
REGION1,BEE2IHFH2,31.536
REGION1,BGE2IHFH2,31.536
REGION1,CHE2IHFH2,31.536
REGION1,CYE2IHFH2,31.536
REGION1,CZE2IHFH2,31.536
REGION1,DEE2IHFH2,31.536
REGION1,DKE2IHFH2,31.536
REGION1,EEE2IHFH2,31.536
REGION1,ESE2IHFH2,31.536
REGION1,FIE2IHFH2,31.536
REGION1,FRE2IHFH2,31.536
REGION1,GRE2IHFH2,31.536
REGION1,HRE2IHFH2,31.536
REGION1,HUE2IHFH2,31.536
REGION1,IEE2IHFH2,31.536
REGION1,ITE2IHFH2,31.536
REGION1,LTE2IHFH2,31.536
REGION1,LUE2IHFH2,31.536
REGION1,LVE2IHFH2,31.536
REGION1,MTE2IHFH2,31.536
REGION1,NLE2IHFH2,31.536
REGION1,NOE2IHFH2,31.536
REGION1,PLE2IHFH2,31.536
REGION1,PTE2IHFH2,31.536
REGION1,ROE2IHFH2,31.536
REGION1,SEE2IHFH2,31.536
REGION1,SIE2IHFH2,31.536
REGION1,SKE2IHFH2,31.536
REGION1,UKE2IHFH2,31.536
REGION1,ATE2IHFH3,31.536
REGION1,BEE2IHFH3,31.536
REGION1,BGE2IHFH3,31.536
REGION1,CHE2IHFH3,31.536
REGION1,CYE2IHFH3,31.536
REGION1,CZE2IHFH3,31.536
REGION1,DEE2IHFH3,31.536
REGION1,DKE2IHFH3,31.536
REGION1,EEE2IHFH3,31.536
REGION1,ESE2IHFH3,31.536
REGION1,FIE2IHFH3,31.536
REGION1,FRE2IHFH3,31.536
REGION1,GRE2IHFH3,31.536
REGION1,HRE2IHFH3,31.536
REGION1,HUE2IHFH3,31.536
REGION1,IEE2IHFH3,31.536
REGION1,ITE2IHFH3,31.536
REGION1,LTE2IHFH3,31.536
REGION1,LUE2IHFH3,31.536
REGION1,LVE2IHFH3,31.536
REGION1,MTE2IHFH3,31.536
REGION1,NLE2IHFH3,31.536
REGION1,NOE2IHFH3,31.536
REGION1,PLE2IHFH3,31.536
REGION1,PTE2IHFH3,31.536
REGION1,ROE2IHFH3,31.536
REGION1,SEE2IHFH3,31.536
REGION1,SIE2IHFH3,31.536
REGION1,SKE2IHFH3,31.536
REGION1,UKE2IHFH3,31.536
REGION1,ATE2IHFH4,31.536
REGION1,BEE2IHFH4,31.536
REGION1,BGE2IHFH4,31.536
REGION1,CHE2IHFH4,31.536
REGION1,CYE2IHFH4,31.536
REGION1,CZE2IHFH4,31.536
REGION1,DEE2IHFH4,31.536
REGION1,DKE2IHFH4,31.536
REGION1,EEE2IHFH4,31.536
REGION1,ESE2IHFH4,31.536
REGION1,FIE2IHFH4,31.536
REGION1,FRE2IHFH4,31.536
REGION1,GRE2IHFH4,31.536
REGION1,HRE2IHFH4,31.536
REGION1,HUE2IHFH4,31.536
REGION1,IEE2IHFH4,31.536
REGION1,ITE2IHFH4,31.536
REGION1,LTE2IHFH4,31.536
REGION1,LUE2IHFH4,31.536
REGION1,LVE2IHFH4,31.536
REGION1,MTE2IHFH4,31.536
REGION1,NLE2IHFH4,31.536
REGION1,NOE2IHFH4,31.536
REGION1,PLE2IHFH4,31.536
REGION1,PTE2IHFH4,31.536
REGION1,ROE2IHFH4,31.536
REGION1,SEE2IHFH4,31.536
REGION1,SIE2IHFH4,31.536
REGION1,SKE2IHFH4,31.536
REGION1,UKE2IHFH4,31.536
REGION1,ATE2IHFH5,31.536
REGION1,BEE2IHFH5,31.536
REGION1,BGE2IHFH5,31.536
REGION1,CHE2IHFH5,31.536
REGION1,CYE2IHFH5,31.536
REGION1,CZE2IHFH5,31.536
REGION1,DEE2IHFH5,31.536
